businessID,businessName,sector,sizeClass,yearsInBusiness,employees,annualRevenue,annualIncome,loanAmount,loanDuration,creditScore,defaultProbability,riskScore,debtToIncomeRatio,debtToEquityRatio,currentRatio,cashFlowStability,revenueVolatility,latePayments,anomalyFlag,fraudFlag,readinessScore,readinessTier,esgScoreE,esgScoreS,esgScoreG,esgComposite,esgTier,qfintrustComposite,loanDecision,registrationDate
SME_00209,Nova Electronics Hub,Retail,Small,5,27,689881.08,269960.52,344940.54,12,769,0.1472,14.72,1.278,0.29,3.0,1.0,0.367,0,0,0,83.58,A,77.62,86.25,94.88,86.25,A,84.91,APPROVE,2026-06-10
SME_00210,Fresh Beverage Solutions,Food,Micro,13,10,521370.72,90243.96,260685.36,48,682,0.30500000000000005,30.5,2.889,1.13,2.33,0.67,0.262,0,0,0,63.23,B,67.54,75.04,82.54,75.04,A,69.14,APPROVE,2026-06-10
SME_00211,Smart Clinic Studio,Healthcare,Medium,10,7,937136.28,222946.32,468568.14,48,682,0.30489999999999995,30.49,2.102,0.7,2.74,0.87,0.323,0,0,1,65.89,B,61.19,67.99,74.79,67.99,B,66.94,FRAUD REVIEW,2026-06-10
SME_00212,Bright Warehousing Care,Logistics,Micro,1,20,821595.36,154901.88,410797.68,36,705,0.26359999999999995,26.36,2.652,1.0,1.78,0.39,0.185,0,0,0,61.35,B,64.51,71.68,78.85,71.68,A,66.52,APPROVE,2026-06-10
SME_00213,Prime Packaging Partners,Manufacturing,Small,14,14,1353962.64,272571.0,676981.32,48,776,0.134,13.4,2.484,0.46,3.0,1.0,0.47,0,0,1,80.64,A,70.54,78.38,86.22,78.38,A,79.51,FRAUD REVIEW,2026-06-10
SME_00214,Ever Payments Logistics,FinTech,Micro,10,5,1215820.68,345129.72,607910.34,60,762,0.15990000000000004,15.99,1.761,0.34,2.95,0.97,0.364,0,0,0,74.19,A,66.77,74.19,81.61,74.19,A,74.19,APPROVE,2026-06-10
SME_00215,Alpha HealthServices Care,Healthcare,Small,1,5,351093.0,26954.4,175546.5,60,624,0.4111,41.11,6.513,1.47,1.94,0.47,0.22,1,0,0,46.73,C,50.8,56.44,62.08,56.44,B,51.58,CONDITIONAL REVIEW,2026-06-10
SME_00216,Fresh Pharmacy Care,Healthcare,Micro,11,12,2463724.8,743704.44,1231862.4,36,745,0.1906,19.06,1.656,0.74,2.98,0.99,0.176,0,1,0,53.64,B,67.29,74.77,82.25,74.77,A,64.2,APPROVE,2026-06-10
SME_00217,Prime HomeGoods Studio,Retail,Small,9,8,461883.84,57045.24,230941.92,48,560,0.5264,52.64,4.048,2.65,1.57,0.29,0.167,1,0,0,52.84,B,52.11,57.9,63.69,57.9,B,55.37,CONDITIONAL REVIEW,2026-06-10
SME_00218,Future Grocery Agro,Retail,Medium,13,9,648310.08,101394.36,324155.04,12,738,0.2036,20.36,3.197,0.68,2.49,0.75,0.376,0,0,0,74.21,A,70.49,78.32,86.15,78.32,A,76.26,APPROVE,2026-06-10
SME_00219,Trust Accessories Foods,Textile,Micro,7,17,707119.56,139875.48,353559.78,24,714,0.248,24.8,2.528,1.21,2.42,0.71,0.412,0,0,0,62.82,B,62.12,69.02,75.92,69.02,B,65.92,APPROVE,2026-06-10
SME_00220,Urban DairySupport Foods,AgriTech,Medium,8,14,751870.44,85051.44,375935.22,24,623,0.41259999999999997,41.26,4.42,1.86,1.71,0.35,0.363,1,0,0,58.45,B,59.45,66.06,72.67,66.06,B,62.26,CONDITIONAL REVIEW,2026-06-10
SME_00221,Rapid Plastic Foods,Manufacturing,Medium,5,20,1038298.32,148829.52,519149.16,12,566,0.5163,51.63,3.488,3.01,1.94,0.47,0.28,1,0,0,58.86,B,45.04,50.04,55.04,50.04,B,54.45,CONDITIONAL REVIEW,2026-06-10
SME_00222,Urban Restaurant Textiles,Food,Small,5,3,230514.24,21622.8,115257.12,24,542,0.5609,56.09,5.33,2.84,1.6,0.3,0.225,1,0,0,49.23,C,45.39,50.43,55.47,50.43,B,49.83,CONDITIONAL REVIEW,2026-06-10
SME_00223,Smart FleetServices Studio,Logistics,Medium,9,11,707629.8,62600.16,353814.9,48,517,0.6058,60.58,5.652,2.71,1.37,0.19,0.124,1,0,0,37.0,C,43.82,48.69,53.56,48.69,C,42.84,REJECT,2026-06-10
SME_00224,Blue Fabric Studio,Textile,Small,12,14,799046.4,85612.68,399523.2,12,582,0.48660000000000003,48.66,4.667,2.68,2.09,0.54,0.321,1,0,0,52.56,B,51.14,56.82,62.5,56.82,B,54.69,CONDITIONAL REVIEW,2026-06-10
SME_00225,Rapid LightManufacturing Partners,Manufacturing,Micro,13,4,630218.76,99649.92,315109.38,12,611,0.43500000000000005,43.5,3.162,1.79,2.43,0.72,0.484,1,0,0,53.37,B,51.82,57.58,63.34,57.58,B,55.47,CONDITIONAL REVIEW,2026-06-10
SME_00226,Prime Garments Logistics,Textile,Small,11,6,584483.64,11568.24,292241.82,12,562,0.5245,52.45,9.9,1.88,1.56,0.28,0.318,1,0,1,44.03,C,49.23,54.7,60.17,54.7,B,49.37,FRAUD REVIEW,2026-06-10
SME_00227,Blue Grocery Logistics,Retail,Micro,9,5,351255.96,82275.24,175627.98,36,730,0.21809999999999996,21.81,2.135,0.6,2.74,0.87,0.419,0,0,0,69.56,B,66.13,73.48,80.83,73.48,A,71.52,APPROVE,2026-06-10
SME_00228,Bright Bakery Solutions,Food,Medium,7,9,450669.48,62982.36,225334.74,48,615,0.42689999999999995,42.69,3.578,2.12,1.91,0.46,0.427,1,0,0,55.47,B,56.89,63.21,69.53,63.21,B,59.34,CONDITIONAL REVIEW,2026-06-10
SME_00229,Secure Delivery Ventures,Logistics,Growth,5,24,833499.12,115111.8,416749.56,12,581,0.4897,48.97,3.62,2.51,1.89,0.44,0.357,1,0,0,52.48,B,51.32,57.02,62.72,57.02,B,54.75,CONDITIONAL REVIEW,2026-06-10
SME_00230,Bright HomeGoods Enterprises,Retail,Medium,11,30,773209.56,38669.88,386604.78,60,622,0.4152,41.52,9.9,1.97,2.0,0.5,0.445,1,0,0,60.41,B,57.69,64.1,70.51,64.1,B,62.25,CONDITIONAL REVIEW,2026-06-10
SME_00231,Vertex Electronics Care,Retail,Small,5,6,401770.32,34264.32,200885.16,24,583,0.4859,48.59,5.863,2.1,1.81,0.4,0.286,1,0,0,44.7,C,53.64,59.6,65.56,59.6,B,52.15,CONDITIONAL REVIEW,2026-06-10
SME_00232,Urban Bakery Studio,Food,Small,4,12,771822.96,140779.56,385911.48,36,560,0.5268999999999999,52.69,2.741,2.38,1.54,0.27,0.234,1,1,0,38.92,C,47.4,52.67,57.94,52.67,B,45.8,CONDITIONAL REVIEW,2026-06-10
SME_00233,Ever Garments Mart,Textile,Growth,13,13,1136411.04,351882.72,568205.52,36,722,0.23209999999999997,23.21,1.615,1.25,2.93,0.96,0.086,0,1,0,51.36,B,64.72,71.91,79.1,71.91,A,61.63,APPROVE,2026-06-10
SME_00234,Future Warehousing Digital,Logistics,Micro,9,11,856722.36,203632.2,428361.18,48,732,0.21509999999999996,21.51,2.104,0.44,2.81,0.9,0.423,0,0,0,70.09,A,71.99,79.99,87.99,79.99,A,75.04,APPROVE,2026-06-10
SME_00235,Golden Garments Hub,Textile,Micro,5,11,808815.0,73336.56,404407.5,36,616,0.42600000000000005,42.6,5.514,1.98,1.89,0.44,0.286,1,0,0,65.11,B,57.06,63.4,69.74,63.4,B,64.25,CONDITIONAL REVIEW,2026-06-10
SME_00236,Smart Payments Foods,FinTech,Small,13,11,1297278.96,445612.32,648639.48,24,840,0.018900000000000028,1.89,1.456,0.0,3.0,1.0,0.543,0,1,0,88.74,A,83.54,92.82,100.0,92.82,A,90.78,APPROVE,2026-06-10
SME_00237,Secure Restaurant Logistics,Food,Small,14,25,569584.08,19524.48,284792.04,48,554,0.5385,53.85,9.9,2.59,1.11,0.05,0.185,1,1,1,42.3,C,54.76,60.84,66.92,60.84,B,51.57,FRAUD REVIEW,2026-06-10
SME_00238,Golden SMEFinance Studio,FinTech,Small,5,17,1287312.48,347630.52,643656.24,24,750,0.18130000000000002,18.13,1.852,0.38,3.0,1.0,0.357,0,1,0,69.9,B,69.15,76.83,84.51,76.83,A,73.37,APPROVE,2026-06-10
SME_00239,Alpha Fashion Traders,Retail,Micro,8,5,302652.12,32268.72,151326.06,24,735,0.2098,20.98,4.69,1.35,2.11,0.56,0.568,0,0,0,77.63,A,66.98,74.42,81.86,74.42,A,76.03,APPROVE,2026-06-10
SME_00240,Urban Electronics Studio,Retail,Small,7,15,466833.84,44443.44,233416.92,12,658,0.3488,34.88,5.252,1.59,1.84,0.42,0.258,0,0,0,69.42,B,62.6,69.56,76.52,69.56,B,69.49,APPROVE,2026-06-10
SME_00241,Vertex Payments Works,FinTech,Micro,10,15,1165497.96,317199.96,582748.98,48,772,0.14170000000000005,14.17,1.837,0.54,2.93,0.97,0.379,0,1,0,68.46,B,74.78,83.09,91.4,83.09,A,75.78,APPROVE,2026-06-10
SME_00242,Golden Payments Foods,FinTech,Micro,14,11,1509303.6,258008.16,754651.8,24,702,0.26890000000000003,26.89,2.925,1.3,2.42,0.71,0.471,0,0,0,64.34,B,56.63,62.92,69.21,62.92,B,63.63,APPROVE,2026-06-10
SME_00243,Ever Packaging Ventures,Manufacturing,Micro,8,18,872018.16,287426.04,436009.08,24,775,0.1361,13.61,1.517,0.37,3.0,1.0,0.6,0,1,0,84.16,A,76.0,84.44,92.88,84.44,A,84.3,APPROVE,2026-06-10
SME_00244,Smart ProcessedFood Mart,Food,Small,12,10,600897.6,141762.84,300448.8,60,775,0.13549999999999995,13.55,2.119,0.65,3.0,1.0,0.45,0,0,0,84.15,A,77.98,86.64,95.3,86.64,A,85.4,APPROVE,2026-06-10
SME_00245,Prime FleetServices Studio,Logistics,Medium,9,10,1492683.72,323682.96,746341.86,60,768,0.1491,14.91,2.306,0.36,2.79,0.89,0.416,0,0,0,78.97,A,80.33,89.26,98.19,89.26,A,84.12,APPROVE,2026-06-10
SME_00246,Ever Fabric Partners,Textile,Small,13,10,434904.84,15318.24,217452.42,12,504,0.6288,62.88,9.9,3.13,1.29,0.14,0.157,1,1,0,32.93,C,41.05,45.61,50.17,45.61,C,39.27,REJECT,2026-06-10
SME_00247,Urban FleetServices Enterprises,Logistics,Medium,6,3,314192.16,70772.52,157096.08,24,611,0.4347,43.47,2.22,1.35,2.03,0.51,0.128,0,1,0,39.34,C,50.09,55.66,61.23,55.66,B,47.5,CONDITIONAL REVIEW,2026-06-10
SME_00248,Urban Restaurant Enterprises,Food,Medium,6,9,368862.6,51108.72,184431.3,48,571,0.5074000000000001,50.74,3.609,2.77,1.72,0.36,0.343,1,0,0,49.13,C,50.34,55.93,61.52,55.93,B,52.53,CONDITIONAL REVIEW,2026-06-10
SME_00249,Blue ColdStorage Studio,AgriTech,Small,6,6,238933.08,20309.76,119466.54,60,579,0.49350000000000005,49.35,5.882,2.66,2.07,0.54,0.348,1,0,0,60.11,B,53.41,59.34,65.27,59.34,B,59.73,CONDITIONAL REVIEW,2026-06-10
SME_00250,Nova Beverage Digital,Food,Medium,14,4,375071.16,23581.08,187535.58,60,544,0.5571999999999999,55.72,7.953,2.06,1.6,0.3,0.098,1,0,0,33.81,C,45.87,50.97,56.07,50.97,B,42.39,CONDITIONAL REVIEW,2026-06-10
SME_00251,Vertex Warehousing Enterprises,Logistics,Medium,9,21,808107.24,141923.64,404053.62,36,754,0.17400000000000004,17.4,2.847,0.36,2.77,0.88,0.27,0,1,0,59.18,B,71.59,79.55,87.51,79.55,A,69.36,APPROVE,2026-06-10
SME_00252,Nova Dyeing Ventures,Textile,Small,2,12,834253.92,47141.88,417126.96,36,578,0.4941,49.41,8.848,2.49,1.43,0.22,0.281,1,1,0,57.21,B,54.79,60.88,66.97,60.88,B,59.05,CONDITIONAL REVIEW,2026-06-10
SME_00253,Bright Beverage Enterprises,Food,Micro,1,9,778222.56,28826.52,389111.28,48,482,0.6687000000000001,66.87,9.9,3.08,1.06,0.03,0.269,1,1,0,37.74,C,42.0,46.67,51.34,46.67,C,42.2,REJECT,2026-06-10
SME_00254,Bright MetalWorks Works,Manufacturing,Micro,8,6,915868.56,150774.12,457934.28,24,699,0.275,27.5,3.037,1.36,2.25,0.63,0.342,0,0,0,66.73,B,63.97,71.08,78.19,71.08,A,68.91,APPROVE,2026-06-10
SME_00255,Alpha LightManufacturing Solutions,Manufacturing,Growth,12,11,1532944.68,199320.6,766472.34,24,562,0.5238,52.38,3.845,2.09,1.71,0.36,0.315,1,0,0,46.53,C,46.19,51.32,56.45,51.32,B,48.92,CONDITIONAL REVIEW,2026-06-10
SME_00256,Ever Clinic Hub,Healthcare,Medium,7,16,742597.32,158577.84,371298.66,60,695,0.2821,28.21,2.341,1.53,2.53,0.76,0.381,0,0,0,64.12,B,59.6,66.22,72.84,66.22,B,65.17,APPROVE,2026-06-10
SME_00257,Trust SMEFinance Hub,FinTech,Growth,8,5,682284.24,161139.0,341142.12,48,754,0.1743,17.43,2.117,0.24,2.83,0.92,0.419,0,0,0,68.87,B,64.27,71.41,78.55,71.41,A,70.14,APPROVE,2026-06-10
SME_00258,Blue Fashion Enterprises,Retail,Growth,12,9,600599.4,123903.24,300299.7,60,690,0.29100000000000004,29.1,2.424,2.03,2.4,0.7,0.295,0,1,0,67.25,B,59.39,65.99,72.59,65.99,B,66.62,APPROVE,2026-06-10
SME_00259,Smart Fashion Partners,Retail,Micro,7,15,803842.08,137479.68,401921.04,12,717,0.24160000000000004,24.16,2.923,1.36,2.82,0.91,0.401,0,0,0,72.27,A,70.07,77.86,85.65,77.86,A,75.06,APPROVE,2026-06-10
SME_00260,Blue Warehousing Enterprises,Logistics,Medium,13,3,732326.16,72557.4,366163.08,60,643,0.37549999999999994,37.55,5.047,1.36,1.89,0.45,0.508,0,0,0,51.75,B,55.97,62.19,68.41,62.19,B,56.97,CONDITIONAL REVIEW,2026-06-10
SME_00261,Golden Grocery Traders,Retail,Small,9,9,747107.64,87886.44,373553.82,36,646,0.37029999999999996,37.03,4.25,2.4,2.2,0.6,0.399,0,1,0,72.41,A,57.27,63.63,69.99,63.63,B,68.02,CONDITIONAL REVIEW,2026-06-10
SME_00262,Smart AccountingTech Studio,FinTech,Medium,11,7,1337002.2,310483.08,668501.1,48,745,0.1904,19.04,2.153,0.29,3.0,1.0,0.463,0,0,0,69.25,B,64.22,71.35,78.48,71.35,A,70.3,APPROVE,2026-06-10
SME_00263,Bright ColdStorage Solutions,AgriTech,Micro,11,8,1046443.08,7995.0,523221.54,24,575,0.5005999999999999,50.06,9.9,2.26,1.36,0.18,0.404,1,1,0,53.84,B,51.38,57.09,62.8,57.09,B,55.47,CONDITIONAL REVIEW,2026-06-10
SME_00264,Trust Fashion Ventures,Retail,Small,9,7,434014.56,45724.08,217007.28,12,631,0.399,39.9,4.746,2.22,1.88,0.44,0.273,0,0,0,47.05,C,49.25,54.72,60.19,54.72,B,50.88,CONDITIONAL REVIEW,2026-06-10
SME_00265,Trust Fabric Hub,Textile,Medium,1,10,510372.96,76574.04,255186.48,60,572,0.5045999999999999,50.46,3.333,1.55,1.8,0.4,0.187,0,0,1,40.66,C,46.22,51.36,56.5,51.36,B,46.01,FRAUD REVIEW,2026-06-10
SME_00266,Green Grocery Solutions,Retail,Medium,6,29,788581.8,71221.8,394290.9,12,668,0.33109999999999995,33.11,5.536,1.5,1.88,0.44,0.327,1,0,0,57.0,B,67.49,74.99,82.49,74.99,A,66.0,APPROVE,2026-06-10
SME_00267,Prime MetalWorks Partners,Manufacturing,Small,2,7,445743.0,33140.76,222871.5,12,562,0.5235000000000001,52.35,6.725,2.37,1.68,0.34,0.14,1,0,0,42.75,C,46.89,52.1,57.31,52.1,B,47.42,CONDITIONAL REVIEW,2026-06-10
SME_00268,Ever Electronics Logistics,Retail,Small,7,11,525342.24,90370.44,262671.12,60,662,0.34230000000000005,34.23,2.907,1.66,2.47,0.73,0.264,0,0,0,58.26,B,60.98,67.75,74.53,67.75,B,63.0,APPROVE,2026-06-10
SME_00269,Future HomeGoods Textiles,Retail,Small,2,30,367341.0,37289.28,183670.5,12,664,0.33819999999999995,33.82,4.926,1.51,2.32,0.66,0.202,1,0,0,54.86,B,61.52,68.36,75.2,68.36,B,61.61,APPROVE,2026-06-10
SME_00270,Bright Grocery Solutions,Retail,Growth,7,6,322572.36,38283.24,161286.18,60,483,0.6671,66.71,4.213,3.7,1.5,0.25,0.208,1,1,0,44.48,C,40.69,45.21,49.73,45.21,C,44.84,REJECT,2026-06-10
SME_00271,Green Fashion Care,Retail,Small,5,27,713095.08,75091.32,356547.54,12,716,0.24280000000000002,24.28,4.748,1.59,2.5,0.75,0.333,0,0,0,80.23,A,70.09,77.88,85.67,77.88,A,79.06,APPROVE,2026-06-10
SME_00272,Alpha MetalWorks Partners,Manufacturing,Small,0,9,937586.16,77760.72,468793.08,60,680,0.30820000000000003,30.82,6.029,1.5,2.16,0.58,0.426,0,0,0,51.51,B,57.4,63.78,70.16,63.78,B,57.64,APPROVE,2026-06-10
SME_00273,Ever Fashion Traders,Retail,Small,2,26,1011914.04,114739.8,505957.02,36,628,0.4032,40.32,4.41,2.34,2.08,0.54,0.329,1,0,0,54.9,B,55.1,61.22,67.34,61.22,B,58.06,CONDITIONAL REVIEW,2026-06-10
SME_00274,Green Warehousing Care,Logistics,Small,7,14,664172.16,50593.44,332086.08,48,520,0.6008,60.08,6.564,3.05,1.33,0.16,0.317,2,0,0,44.81,C,46.22,51.36,56.5,51.36,B,48.09,REJECT,2026-06-10
SME_00275,Prime Pharmacy Studio,Healthcare,Small,1,11,1802266.2,334666.8,901133.1,60,693,0.2853,28.53,2.693,1.32,2.37,0.69,0.368,1,0,0,54.51,B,62.72,69.69,76.66,69.69,B,62.1,APPROVE,2026-06-10
SME_00276,Fresh AgroProcessing Ventures,AgriTech,Small,12,9,478580.16,55642.92,239290.08,60,612,0.4326,43.26,4.3,2.14,1.66,0.33,0.292,1,0,0,56.48,B,55.19,61.32,67.45,61.32,B,58.9,CONDITIONAL REVIEW,2026-06-10
SME_00277,Rapid AgroProcessing Textiles,AgriTech,Medium,11,6,379399.8,63327.12,189699.9,48,705,0.2641,26.41,2.996,1.12,2.45,0.73,0.345,0,0,0,57.67,B,61.33,68.14,74.95,68.14,B,62.91,APPROVE,2026-06-10
SME_00278,Prime Restaurant Foods,Food,Growth,10,9,402921.6,87524.88,201460.8,60,780,0.12639999999999996,12.64,2.302,0.0,2.81,0.9,0.6,0,1,0,81.5,A,75.06,83.4,91.74,83.4,A,82.45,APPROVE,2026-06-10
SME_00279,Smart Dyeing Hub,Textile,Growth,2,15,576934.68,39134.52,288467.34,12,571,0.5072,50.72,7.371,2.45,1.75,0.37,0.273,1,1,1,48.08,C,51.95,57.72,63.49,57.72,B,52.9,FRAUD REVIEW,2026-06-10
SME_00280,Nova Dyeing Hub,Textile,Small,12,9,1012545.48,32804.52,506272.74,60,527,0.5878,58.78,9.9,3.05,1.52,0.26,0.14,1,1,1,46.94,C,50.32,55.91,61.5,55.91,B,51.42,FRAUD REVIEW,2026-06-10
SME_00281,Fresh Electronics Hub,Retail,Small,9,7,472948.92,12576.84,236474.46,24,534,0.5743,57.43,9.9,2.61,1.52,0.26,0.144,1,1,1,44.83,C,45.95,51.05,56.16,51.05,B,47.94,FRAUD REVIEW,2026-06-10
SME_00282,Secure MetalWorks Works,Manufacturing,Medium,6,8,756669.6,87974.16,378334.8,48,649,0.36550000000000005,36.55,4.301,1.67,2.33,0.66,0.141,0,0,0,48.34,C,60.25,66.94,73.63,66.94,B,57.64,CONDITIONAL REVIEW,2026-06-10
SME_00283,Nova Plastic Works,Manufacturing,Medium,0,16,948197.4,233393.52,474098.7,24,656,0.35329999999999995,35.33,2.031,1.27,2.16,0.58,0.443,0,0,0,58.74,B,59.88,66.53,73.18,66.53,B,62.64,CONDITIONAL REVIEW,2026-06-10
SME_00284,Prime MetalWorks Digital,Manufacturing,Small,8,19,694216.44,30038.28,347108.22,48,609,0.43779999999999997,43.78,9.9,1.81,1.28,0.14,0.142,1,0,0,50.04,B,64.47,71.63,78.79,71.63,A,60.83,CONDITIONAL REVIEW,2026-06-10
SME_00285,Smart SupplyChain Mart,Logistics,Medium,12,6,683876.52,137515.8,341938.26,60,789,0.11060000000000003,11.06,2.487,0.58,3.0,1.0,0.318,0,0,0,66.98,B,70.12,77.91,85.7,77.91,A,72.44,APPROVE,2026-06-10
SME_00286,Alpha ProcessedFood Foods,Food,Medium,0,6,714966.0,98895.6,357483.0,24,627,0.4052,40.52,3.615,1.59,2.11,0.55,0.42,0,0,0,66.07,B,56.38,62.65,68.92,62.65,B,64.36,CONDITIONAL REVIEW,2026-06-10
SME_00287,Future Fashion Mart,Retail,Medium,1,11,631362.84,46206.48,315681.42,12,662,0.34219999999999995,34.22,6.832,1.6,1.91,0.45,0.467,0,0,0,51.96,B,56.34,62.6,68.86,62.6,B,57.28,APPROVE,2026-06-10
SME_00288,Golden AgroProcessing Ventures,AgriTech,Medium,6,23,606712.32,88082.28,303356.16,36,567,0.5138,51.38,3.444,2.81,1.88,0.44,0.376,1,1,0,47.96,C,47.74,53.04,58.34,53.04,B,50.5,CONDITIONAL REVIEW,2026-06-10
SME_00289,Secure Beverage Foods,Food,Micro,7,18,1381698.6,230081.76,690849.3,12,677,0.31499999999999995,31.5,3.003,1.98,2.16,0.58,0.436,0,0,0,61.35,B,60.71,67.46,74.21,67.46,B,64.41,APPROVE,2026-06-10
SME_00290,Future Grocery Studio,Retail,Small,7,4,174633.6,35606.52,87316.8,48,630,0.40090000000000003,40.09,2.452,1.56,2.02,0.51,0.221,1,0,1,48.86,C,54.05,60.06,66.07,60.06,B,54.46,FRAUD REVIEW,2026-06-10
SME_00291,Secure Payments Studio,FinTech,Small,6,8,774501.36,184461.96,387250.68,12,814,0.06599999999999995,6.6,2.099,0.0,3.0,1.0,0.6,0,1,0,86.36,A,75.73,84.14,92.55,84.14,A,85.25,APPROVE,2026-06-10
SME_00292,Bright Fashion Solutions,Retail,Micro,4,5,567576.0,-1351.68,283788.0,12,528,0.5846,58.46,9.9,2.17,1.26,0.13,0.05,1,0,1,31.43,C,42.85,47.61,52.37,47.61,C,39.52,FRAUD REVIEW,2026-06-10
SME_00293,Green Dyeing Ventures,Textile,Medium,1,8,617063.04,42052.8,308531.52,24,493,0.6489,64.89,7.337,2.75,1.26,0.13,0.239,1,0,1,34.42,C,40.53,45.03,49.53,45.03,C,39.73,FRAUD REVIEW,2026-06-10
SME_00294,Green Electronics Logistics,Retail,Small,0,24,536902.2,59817.36,268451.1,24,635,0.3909,39.09,4.488,1.96,2.15,0.57,0.162,1,0,0,53.88,B,58.27,64.75,71.23,64.75,B,59.31,CONDITIONAL REVIEW,2026-06-10
SME_00295,Ever LendingTech Hub,FinTech,Micro,1,4,550828.2,128720.04,275414.1,48,755,0.17290000000000005,17.29,2.14,0.0,3.0,1.0,0.346,0,1,0,78.31,A,75.37,83.74,92.11,83.74,A,81.03,APPROVE,2026-06-10
SME_00296,Trust Fabric Solutions,Textile,Medium,10,3,250175.64,31309.56,125087.82,24,582,0.488,48.8,3.995,1.56,1.79,0.4,0.451,1,0,0,60.17,B,53.08,58.98,64.88,58.98,B,59.58,CONDITIONAL REVIEW,2026-06-10
SME_00297,Rapid Accessories Studio,Textile,Medium,11,5,538616.16,59809.56,269308.08,36,596,0.46209999999999996,46.21,4.503,2.14,1.85,0.43,0.148,1,0,0,43.99,C,54.92,61.02,67.12,61.02,B,52.51,CONDITIONAL REVIEW,2026-06-10
SME_00298,Urban SMEFinance Agro,FinTech,Medium,6,11,1204628.64,330339.72,602314.32,24,778,0.13029999999999997,13.03,1.823,0.0,3.0,1.0,0.422,0,1,0,64.95,B,68.97,76.63,84.29,76.63,A,70.79,APPROVE,2026-06-10
SME_00299,Ever Payments Logistics,FinTech,Small,1,13,1132115.52,295551.72,566057.76,60,742,0.19669999999999999,19.67,1.915,0.88,2.9,0.95,0.6,0,1,0,82.38,A,67.77,75.3,82.83,75.3,A,78.84,APPROVE,2026-06-10
SME_00300,Prime Delivery Agro,Logistics,Medium,6,12,594172.8,69894.96,297086.4,48,659,0.3468,34.68,4.25,1.33,1.88,0.44,0.185,1,0,0,66.18,B,65.85,73.17,80.49,73.17,A,69.68,APPROVE,2026-06-10
SME_00301,Green Payments Hub,FinTech,Small,14,18,1948346.28,370304.16,974173.14,36,784,0.11980000000000002,11.98,2.631,0.0,3.0,1.0,0.311,0,0,0,78.72,A,71.51,79.46,87.41,79.46,A,79.09,APPROVE,2026-06-10
SME_00302,Smart Electronics Textiles,Retail,Small,4,3,161636.4,27690.12,80818.2,60,640,0.38139999999999996,38.14,2.919,2.04,2.24,0.62,0.444,0,0,0,57.46,B,57.6,64.0,70.4,64.0,B,60.73,CONDITIONAL REVIEW,2026-06-10
SME_00303,Future Bakery Hub,Food,Micro,7,18,561515.52,85095.6,280757.76,24,721,0.23519999999999996,23.52,3.299,0.75,2.33,0.67,0.356,0,0,0,67.09,B,78.58,87.31,96.04,87.31,A,77.2,APPROVE,2026-06-10
SME_00304,Ever ProcessedFood Textiles,Food,Medium,8,7,839502.84,156330.12,419751.42,60,729,0.2198,21.98,2.685,0.46,2.67,0.84,0.358,0,0,0,74.62,A,72.59,80.66,88.73,80.66,A,77.64,APPROVE,2026-06-10
SME_00305,Urban Fabric Traders,Textile,Medium,5,14,1810005.84,233127.36,905002.92,48,644,0.37429999999999997,37.43,3.882,1.06,1.97,0.49,0.511,1,0,0,73.08,A,69.45,77.17,84.89,77.17,A,75.12,CONDITIONAL REVIEW,2026-06-10
SME_00306,Prime Beverage Solutions,Food,Small,6,4,661266.96,31754.64,330633.48,36,467,0.6968,69.68,9.9,3.41,1.16,0.08,0.233,2,0,1,31.86,C,38.95,43.28,47.61,43.28,C,37.57,FRAUD REVIEW,2026-06-10
SME_00307,Ever FarmInputs Hub,AgriTech,Small,7,9,543181.32,19120.68,271590.66,48,554,0.5384,53.84,9.9,2.26,1.76,0.38,0.395,1,1,0,53.29,B,49.52,55.02,60.52,55.02,B,54.16,CONDITIONAL REVIEW,2026-06-10
SME_00308,Rapid Delivery Foods,Logistics,Medium,7,10,758837.64,96509.28,379418.82,48,638,0.38580000000000003,38.58,3.931,1.6,2.2,0.6,0.376,1,0,0,73.87,A,61.91,68.79,75.67,68.79,B,71.33,CONDITIONAL REVIEW,2026-06-10
SME_00309,Prime MetalWorks Partners,Manufacturing,Medium,10,18,1168484.04,207579.12,584242.02,12,744,0.19279999999999997,19.28,2.815,0.94,2.73,0.86,0.29,0,0,0,60.02,B,74.34,82.6,90.86,82.6,A,71.31,APPROVE,2026-06-10
SME_00310,Prime Grocery Partners,Retail,Micro,8,3,252950.4,7652.88,126475.2,36,586,0.47940000000000005,47.94,9.9,1.46,1.51,0.26,0.286,1,0,1,47.32,C,52.61,58.45,64.3,58.45,B,52.89,FRAUD REVIEW,2026-06-10
SME_00311,Nova Bakery Foods,Food,Growth,1,9,420654.24,75831.12,210327.12,12,704,0.2661,26.61,2.774,1.2,2.2,0.6,0.376,0,0,0,52.07,B,63.2,70.22,77.24,70.22,A,61.14,APPROVE,2026-06-10
SME_00312,Green ProcessedFood Mart,Food,Medium,0,5,530733.12,55394.76,265366.56,36,501,0.6347,63.47,4.79,2.85,1.0,0.0,0.235,1,0,1,34.32,C,44.87,49.85,54.84,49.85,C,42.09,FRAUD REVIEW,2026-06-10
SME_00313,Vertex Plastic Care,Manufacturing,Growth,6,12,469942.44,17882.04,234971.22,36,631,0.3973,39.73,9.9,1.56,1.89,0.44,0.315,1,0,1,65.98,B,57.39,63.77,70.15,63.77,B,64.88,FRAUD REVIEW,2026-06-10
